Name,Player1,RBI,Player2,RBI,Player3,RBI,Player4,RBI,Player5,RBI,TOTAL
Tom,Adolis García(TEX),102,Kyle Tucker(HOU),109,Mookie Betts(LA),105,̶J̶o̶s̶é̶ ̶R̶a̶m̶í̶r̶e̶z(̶C̶L̶E),̶8̶0,̶S̶h̶o̶h̶e̶i̶ ̶O̶h̶t̶a̶n̶i(̶A̶N̶A),̶9̶5,316
Zee,Pete Alonso(NYM),115,Austin Riley(ATL),96,Randy Arozarena(TB),83,Eloy Jiménez(CWS),60,̶M̶i̶k̶e̶ ̶T̶r̶o̶u̶t(̶A̶N̶A),̶4̶4,294
Gregg,Teoscar Hernández(SEA),90,Rafael Devers(BOS),98,Freddie Freeman(LA),96,̶A̶a̶r̶o̶n̶ ̶J̶u̶d̶g̶e(̶N̶Y̶Y),̶7̶0,José Abreu(HOU),83,284
Efrain,Vladimir Guerrero Jr.(TOR),92,Francisco Lindor(NYM),90,Juan Soto(SD),101,Xander Bogaerts(SD),54,Gleyber Torres(NYY),66,283
Wie,Matt Olson(ATL),132,Manny Machado(SD),88,Giancarlo Stanton(NYY),58,̶C̶.̶J̶.̶ ̶C̶r̶o̶n(̶A̶N̶A),̶3̶7,Adam Duvall(BOS),57,278
Angelo,Nolan Arenado(STL),93,Kyle Schwarber(PHI),100,Dansby Swanson(CHC),80,Charlie Blackmon(COL),38,Trayce Thompson(CWS),17,273
Brett,Bo Bichette(TOR),70,Yordan Alvarez(HOU),94,Alex Bregman(HOU),96,̶P̶a̶u̶l̶ ̶G̶o̶l̶d̶s̶c̶h̶m̶i̶d̶t(̶S̶T̶L),̶7̶9,Trea Turner(PHI),76,260
