Name,Player1,RBI,Player2,RBI,Player3,RBI,Player4,RBI,Player5,RBI,TOTAL
Tom,Adolis García(TEX),88,Kyle Tucker(HOU),77,Shohei Ohtani(ANA),82,̶J̶o̶s̶é̶ ̶R̶a̶m̶í̶r̶e̶z(̶C̶L̶E),̶6̶5,Mookie Betts(LA),70,247
Gregg,Teoscar Hernández(SEA),59,Rafael Devers(BOS),79,Freddie Freeman(LA),77,̶A̶a̶r̶o̶n̶ ̶J̶u̶d̶g̶e(̶N̶Y̶Y),̶4̶2,José Abreu(HOU),56,215
Efrain,Vladimir Guerrero Jr.(TOR),69,Francisco Lindor(NYM),69,Juan Soto(SD),72,Xander Bogaerts(SD),37,Gleyber Torres(NYY),46,210
Zee,Pete Alonso(NYM),77,Austin Riley(ATL),68,Randy Arozarena(TB),64,Eloy Jiménez(CWS),47,̶M̶i̶k̶e̶ ̶T̶r̶o̶u̶t(̶A̶N̶A),̶4̶4,209
Wie,Matt Olson(ATL),94,Manny Machado(SD),65,Giancarlo Stanton(NYY),42,̶C̶.̶J̶.̶ ̶C̶r̶o̶n(̶A̶N̶A),̶3̶5,Adam Duvall(BOS),29,201
Angelo,Nolan Arenado(STL),79,Kyle Schwarber(PHI),65,Dansby Swanson(CHC),53,Charlie Blackmon(COL),26,Trayce Thompson(CWS),14,197
Brett,Bo Bichette(TOR),59,Yordan Alvarez(HOU),60,Alex Bregman(HOU),70,̶P̶a̶u̶l̶ ̶G̶o̶l̶d̶s̶c̶h̶m̶i̶d̶t(̶S̶T̶L),̶5̶7,Trea Turner(PHI),39,189
