Name,Player1,RBI,Player2,RBI,Player3,RBI,Player4,RBI,Player5,RBI,TOTAL
Zee,Pete Alonso(NYM),8,Austin Riley(ATL),7,Mike Trout(ANA),5,Eloy Jiménez(CWS),3,Randy Arozarena(TB),6,20
Wie,Matt Olson(ATL),9,Manny Machado(SD),3,C.J. Cron(COL),7,Giancarlo Stanton(NYY),4,Adam Duvall(BOS),12,19
Tom,José Ramírez(CLE),3,Kyle Tucker(HOU),8,Shohei Ohtani(ANA),6,Adolis García(TEX),5,Mookie Betts(LA),1,17
Efran,Vladimir Guerrero Jr.(TOR),6,Francisco Lindor(NYM),5,Juan Soto(SD),4,Xander Bogaerts(SD),8,Gleyber Torres(NYY),6,15
Brett,Paul Goldschmidt(STL),2,Yordan Alvarez(HOU),10,Alex Bregman(HOU),1,Bo Bichette(TOR),6,Trea Turner(PHI),2,13
Angelo,Nolan Arenado(STL),5,Kyle Schwarber(PHI),5,Dansby Swanson(CHC),2,Charlie Blackmon(COL),3,Trayce Thompson(LA),8,12
Gregg,Aaron Judge(NYY),4,Rafael Devers(BOS),4,Freddie Freeman(LA),1,Teoscar Hernández(SEA),4,José Abreu(HOU),3,9
