Name,Player1,RBI,Player2,RBI,Player3,RBI,Player4,RBI,Player5,RBI,TOTAL
Tom,Adolis García(TEX),107,Kyle Tucker(HOU),112,Mookie Betts(LA),107,̶J̶o̶s̶é̶ ̶R̶a̶m̶í̶r̶e̶z(̶C̶L̶E),̶8̶0,̶S̶h̶o̶h̶e̶i̶ ̶O̶h̶t̶a̶n̶i(̶A̶N̶A),̶9̶5,326
Efrain,Vladimir Guerrero Jr.(TOR),94,Francisco Lindor(NYM),98,Juan Soto(SD),109,Xander Bogaerts(SD),58,Gleyber Torres(NYY),68,301
Zee,Pete Alonso(NYM),118,Austin Riley(ATL),97,Randy Arozarena(TB),83,Eloy Jiménez(CWS),64,̶M̶i̶k̶e̶ ̶T̶r̶o̶u̶t(̶A̶N̶A),̶4̶4,298
Gregg,Teoscar Hernández(SEA),93,Rafael Devers(BOS),100,Freddie Freeman(LA),102,̶A̶a̶r̶o̶n̶ ̶J̶u̶d̶g̶e(̶N̶Y̶Y),̶7̶5,José Abreu(HOU),90,295
Wie,Matt Olson(ATL),139,Manny Machado(SD),91,Giancarlo Stanton(NYY),60,̶C̶.̶J̶.̶ ̶C̶r̶o̶n(̶A̶N̶A),̶3̶7,Adam Duvall(BOS),58,290
Angelo,Nolan Arenado(STL),93,Kyle Schwarber(PHI),104,Dansby Swanson(CHC),80,Charlie Blackmon(COL),40,Trayce Thompson(CWS),17,277
Brett,Bo Bichette(TOR),73,Yordan Alvarez(HOU),97,Alex Bregman(HOU),98,̶P̶a̶u̶l̶ ̶G̶o̶l̶d̶s̶c̶h̶m̶i̶d̶t(̶S̶T̶L),̶8̶0,Trea Turner(PHI),76,268
