Name,Player1,RBI,Player2,RBI,Player3,RBI,Player4,RBI,Player5,RBI,TOTAL
Gregg,Aaron Judge(NYY),33,Rafael Devers(BOS),44,Freddie Freeman(LA),32,Teoscar Hernández(SEA),26,José Abreu(HOU),18,109
Zee,Pete Alonso(NYM),46,Austin Riley(ATL),26,Mike Trout(ANA),28,Randy Arozarena(TB),39,Randy Arozarena(TB),39,100
Brett,Paul Goldschmidt(STL),25,Yordan Alvarez(HOU),46,Alex Bregman(HOU),27,Bo Bichette(TOR),37,Trea Turner(PHI),15,98
Efran,Vladimir Guerrero Jr.(TOR),34,Francisco Lindor(NYM),38,Juan Soto(SD),24,Xander Bogaerts(SD),19,Gleyber Torres(NYY),25,96
Tom,José Ramírez(CLE),26,Kyle Tucker(HOU),33,Shohei Ohtani(ANA),33,Adolis García(TEX),49,Mookie Betts(LA),31,92
Angelo,Nolan Arenado(STL),35,Kyle Schwarber(PHI),25,Dansby Swanson(CHC),23,Charlie Blackmon(COL),21,Trayce Thompson(LA),12,83
Wie,Matt Olson(ATL),37,Manny Machado(SD),19,C.J. Cron(COL),20,Giancarlo Stanton(NYY),11,Adam Duvall(BOS),14,76
