Name,Player1,RBI,Player2,RBI,Player3,RBI,Player4,RBI,Player5,RBI,TOTAL
Zee,Pete Alonso(NYM),25,Austin Riley(ATL),15,Mike Trout(ANA),18,Eloy Jiménez(CWS),8,Randy Arozarena(TB),28,58
Tom,José Ramírez(CLE),17,Kyle Tucker(HOU),19,Shohei Ohtani(ANA),17,Adolis García(TEX),29,Mookie Betts(LA),11,53
Brett,Paul Goldschmidt(STL),14,Yordan Alvarez(HOU),27,Alex Bregman(HOU),12,Bo Bichette(TOR),15,Trea Turner(PHI),7,53
Gregg,Aaron Judge(NYY),14,Rafael Devers(BOS),27,Freddie Freeman(LA),9,Teoscar Hernández(SEA),15,José Abreu(HOU),11,50
Wie,Matt Olson(ATL),25,Manny Machado(SD),11,C.J. Cron(COL),12,Giancarlo Stanton(NYY),11,Adam Duvall(BOS),14,48
Efran,Vladimir Guerrero Jr.(TOR),15,Francisco Lindor(NYM),21,Juan Soto(SD),10,Xander Bogaerts(SD),13,Gleyber Torres(NYY),10,46
Angelo,Nolan Arenado(STL),14,Kyle Schwarber(PHI),12,Dansby Swanson(CHC),6,Charlie Blackmon(COL),6,Trayce Thompson(LA),11,32
