Name,Player1,RBI,Player2,RBI,Player3,RBI,Player4,RBI,Player5,RBI,TOTAL
Wie,Matt Olson(Atlanta),9,Manny Machado(San Diego),3,C.J. Cron(Colorado),7,Giancarlo Stanton(NY Yankees),4,Adam Duvall(Boston),12,19
Tom,José Ramírez(Cleveland),3,Kyle Tucker(Houston),8,Shohei Ohtani(LA Angels),6,Adolis García(Texas),5,Mookie Betts(LA Dodgers),1,17
Zee,Pete Alonso(NY Mets),8,Austin Riley(Atlanta),6,Mike Trout(LA Angels),3,Eloy Jiménez(Chi White Sox),3,Randy Arozarena(Tampa Bay),6,17
Efran,Vladimir Guerrero Jr.(Toronto),6,Francisco Lindor(NY Mets),5,Juan Soto(San Diego),4,Xander Bogaerts(San Diego),7,Gleyber Torres(NY Yankees),6,15
Brett,Paul Goldschmidt(St. Louis),2,Yordan Alvarez(Houston),10,Alex Bregman(Houston),1,Bo Bichette(Toronto),3,Trea Turner(Philadelphia),2,13
Angelo,Nolan Arenado(St. Louis),5,Kyle Schwarber(Philadelphia),5,Dansby Swanson(Chi Cubs),2,Charlie Blackmon(Colorado),3,Trayce Thompson(LA Dodgers),8,12
Gregg,Aaron Judge(NY Yankees),4,Rafael Devers(Boston),4,Freddie Freeman(LA Dodgers),1,Teoscar Hernández(Seattle),4,José Abreu(Houston),3,9
