Name,Player1,RBI,Player2,RBI,Player3,RBI,Player4,RBI,Player5,RBI,TOTAL
Gregg,Aaron Judge(NYY),40,Rafael Devers(BOS),48,Freddie Freeman(LA),35,Teoscar Hernández(SEA),30,José Abreu(HOU),23,123
Brett,Paul Goldschmidt(STL),26,Yordan Alvarez(HOU),51,Alex Bregman(HOU),36,Bo Bichette(TOR),39,Trea Turner(PHI),16,113
Zee,Pete Alonso(NYM),46,Austin Riley(ATL),30,Mike Trout(ANA),32,Eloy Jiménez(CWS),21,Randy Arozarena(TB),40,108
Tom,José Ramírez(CLE),30,Kyle Tucker(HOU),34,Shohei Ohtani(ANA),40,Adolis García(TEX),50,Mookie Betts(LA),36,104
Efran,Vladimir Guerrero Jr.(TOR),36,Francisco Lindor(NYM),40,Juan Soto(SD),26,Xander Bogaerts(SD),21,Gleyber Torres(NYY),25,102
Angelo,Nolan Arenado(STL),38,Kyle Schwarber(PHI),27,Dansby Swanson(CHC),24,Charlie Blackmon(COL),24,Trayce Thompson(LA),14,89
Wie,Matt Olson(ATL),42,Manny Machado(SD),19,C.J. Cron(COL),20,Giancarlo Stanton(NYY),12,Adam Duvall(Minors),14,81
