Name,Player1,RBI,Player2,RBI,Player3,RBI,Player4,RBI,Player5,RBI,TOTAL
Zee,Pete Alonso(NYM),10,Austin Riley(ATL),7,Mike Trout(ANA),8,Eloy Jiménez(CWS),3,Randy Arozarena(TB),10,25
Wie,Matt Olson(ATL),10,Manny Machado(SD),3,C.J. Cron(COL),7,Giancarlo Stanton(NYY),5,Adam Duvall(BOS),14,20
Tom,José Ramírez(CLE),4,Kyle Tucker(HOU),8,Shohei Ohtani(ANA),6,Adolis García(TEX),5,Mookie Betts(LA),2,18
Brett,Paul Goldschmidt(STL),2,Yordan Alvarez(HOU),14,Alex Bregman(HOU),1,Bo Bichette(TOR),8,Trea Turner(PHI),2,17
Gregg,Aaron Judge(NYY),5,Rafael Devers(BOS),9,Freddie Freeman(LA),2,Teoscar Hernández(SEA),4,José Abreu(HOU),3,16
Efran,Vladimir Guerrero Jr.(TOR),6,Francisco Lindor(NYM),5,Juan Soto(SD),5,Xander Bogaerts(SD),8,Gleyber Torres(NYY),6,16
Angelo,Nolan Arenado(STL),8,Kyle Schwarber(PHI),5,Dansby Swanson(CHC),3,Charlie Blackmon(COL),3,Trayce Thompson(LA),8,16
